Rank;Imdb;Metascore;Filme;Votos;Ano
1,046;7.2;82; Conduta de Risco;164,878;2007
1,047;9.4;; The Heroes;164,842;2008– 
1,048;6.2;38; Premonição 2;164,733;2003
1,049;7.8;82; Ilha dos Cachorros;164,611;2018
1,050;6.1;45; Rampage: Destruição Total;164,134;2018
1,051;7.4;; Maldosas;164,078;2010–2017
1,052;7.1;59; Sing: Quem Canta Seus Males Espanta;163,996;2016
1,053;7.9;; Altered Carbon;163,933;2018–2020
1,054;6.6;68; Enola Holmes;163,720;2020
1,055;8.7;; Battlestar Galactica;163,679;2004–2009
1,056;6.1;47; Vestida para Casar;163,418;2008
1,057;5.5;;  Game of Thrones;163,411;2011–2019
1,058;8.4;; Euphoria;163,258;2019– 
1,059;7.5;73; Bela Vingança;163,176;2020
1,060;7.2;77; O Escritor Fantasma;163,029;2010
1,061;7.3;78; Embriagado de Amor;162,879;2002
1,062;4.0;20; O Último Mestre do Ar;162,619;2010
1,063;6.3;56; Uma Noite Fora de Série;162,144;2010
1,064;7.9;89; Cartas de Iwo Jima;161,867;2006
1,065;6.3;53; Plano de Voo;161,688;2005
1,066;6.3;56; Era Uma Vez no México;161,523;2003
1,067;6.1;46; O Aprendiz de Feiticeiro;161,312;2010
1,068;6.7;66; Bumblebee;161,051;I 2018
1,069;6.5;46; Sin City: A Dama Fatal;160,923;2014
1,070;7.9;66; Extraordinário;160,854;I 2017
1,071;7.5;65; Walt nos Bastidores de Mary Poppins;160,795;2013
1,072;6.5;66; Idiocracia;160,682;2006
1,073;7.0;58; Menina Má.Com;160,305;2005
1,074;6.4;56; Monstros vs. Alienígenas;160,223;2009
1,075;5.3;29; Todo Mundo em Pânico 2;160,207;2001
1,076;5.8;39; O Besouro Verde;160,178;2011
1,077;6.8;76; Férias Frustradas de Verão;160,100;2009
1,078;6.5;49; Assassino a Preço Fixo;159,983;2011
1,079;7.6;71; Buscando...;159,890;III 2018
1,080;7.0;65; Enterrado Vivo;159,845;2010
1,081;8.1;; Castle;159,703;2009–2016
1,082;5.2;31; A Múmia: Tumba do Imperador Dragão;159,620;2008
1,083;6.1;54; Bee Movie: A História de uma Abelha;159,419;2007
1,084;6.4;33; O Justiceiro;159,377;2004
1,085;6.5;53; Pokémon: Detetive Pikachu;159,338;2019
1,086;6.6;70; The Old Guard;159,169;2020
1,087;6.5;44; Anjos da Noite: A Rebelião;159,124;2009
1,088;6.2;51; Johnny English;158,973;2003
1,089;9.1;; Fraternidade Alquimista;158,970;2009–2012
1,090;6.2;28; 47 Ronins;158,896;2013
1,091;7.3;74; Invictus;158,537;2009
1,092;6.2;42; O Vidente;157,860;2007
1,093;6.3;45; Ela é o Cara;157,691;2006
1,094;7.0;53; Marley & Eu;157,202;2008
1,095;6.6;65; Gato de Botas;157,084;2011
1,096;5.9;28; Invasão a Londres;156,958;2016
1,097;6.5;59; Bad Boys Para Sempre;156,944;2020
1,098;5.4;37; Annabelle;156,559;I 2014
1,099;7.2;72; Cavalo de Guerra;156,293;2011
1,100;7.0;71; Corrida do açúcar;156,157;2018
1,101;6.1;47; Jack Reacher: Sem Retorno;156,099;2016
1,102;7.0;63; Jogo de Espiões;156,080;2001
1,103;6.7;50; O Protetor 2;155,844;2018
1,104;7.7;96; Roma;155,531;2018
1,105;6.4;63; A Escolha Perfeita 2;155,295;2015
1,106;5.9;42; Abraham Lincoln: Caçador de Vampiros;155,270;2012
1,107;7.9;94; Antes da Meia-Noite;155,202;2013
1,108;8.4;; Outlander;155,135;2014– 
1,109;6.0;47; Hércules;155,100;I 2014
1,110;7.4;62; Mesmo Se Nada Der Certo;154,978;II 2013
1,111;7.2;74; Ponte para Terabítia;154,967;2007
1,112;7.8;; Bones;154,888;2005–2017
1,113;7.0;77; O Presente;154,693;VI 2015
1,114;8.4;; Love, Death & Robots;154,651;2019– 
1,115;7.4;74; O Orfanato;154,644;2007
1,116;7.1;66; Kung Fu Panda 3;154,563;2016
1,117;6.8;54; Do Inferno;154,551;2001
1,118;7.1;60; Aliados;154,476;2016
1,119;6.8;51; O Império (do Besteirol) Contra-Ataca;154,320;2001
1,120;6.3;39; Anjos da Noite: O Despertar;153,444;2012
1,121;5.3;19; Gente Grande 2;152,956;2013
1,122;7.3;93; Nomadland;152,876;2020
1,123;6.3;53; As Crônicas de Nárnia: A Viagem do Peregrino da Alvorada;152,800;2010
1,124;7.5;68; Precisamos Falar Sobre o Kevin;152,536;2011
1,125;7.4;93; Inside Llewyn Davis: Balada de um Homem Comum;152,520;2013
1,126;7.1;82; O Maravilhoso Agora;152,363;2013
1,127;8.2;; Sense8;152,357;2015–2018
1,128;7.3;76; Artista do Desastre;151,867;2017
1,129;8.6;; Archer;151,687;2009– 
1,130;7.1;64; Intrigas de Estado;151,663;2009
1,131;6.6;40; À Beira do Abismo;151,535;2012
1,132;7.4;83; Palm Springs;151,429;2020
1,133;7.0;48; Um Dia;151,382;2011
1,134;7.0;69; A Entrega;151,318;2014
1,135;8.2;; O Bom Lugar;151,260;2016–2020
1,136;7.6;70; A Pele que Habito;150,830;2011
1,137;6.4;50; Uma Noite de Crime: Anarquia;150,714;2014
1,138;6.7;28; Pandorum;150,642;2009
1,139;7.3;58; Snowden: Herói ou Traidor;150,641;2016
1,140;8.7;; One Punch Man;150,612;2015–2019
1,141;7.7;89; Azul é a Cor Mais Quente;150,334;2013
1,142;7.3;45; Instinto Secreto;150,201;2007
1,143;7.1;47; Te Amarei Para Sempre;150,177;2009
1,144;7.4;55; Hooligans;150,145;2005
1,145;7.3;74; Monster: Desejo Assassino;150,094;2003
1,146;6.6;49; Mandando Bala;150,020;2007
1,147;6.6;40; Ponto de Vista;149,999;2008
1,148;7.0;73; O Sacrifício do Cervo Sagrado;149,801;2017
1,149;7.6;28; Uma Lição de Amor;149,531;2001
1,150;5.9;36; Jogos Mortais 4;149,528;2007
1,151;6.8;55; Yesterday;149,448;III 2019
1,152;7.2;83; The Post: A Guerra Secreta;149,244;2017
1,153;5.2;27; Transformers: O Último Cavaleiro;149,207;2017
1,154;6.8;65; O Mundo Imaginário de Dr. Parnassus;149,194;2009
1,155;6.1;41; Adrenalina 2;149,098;2009
1,156;7.4;68; O Verão da Minha Vida;148,999;2013
1,157;6.8;52; A Casa do Lago;148,921;2006
1,158;8.5;; The IT Crowd;148,805;2006–2013
1,159;5.9;54; Brüno;148,690;2009
1,160;8.5;; The Expanse;148,395;2015–2022
1,161;7.1;81; Locke;148,205;2013
1,162;7.3;54; Memórias de uma Gueixa;148,119;2005
1,163;7.2;73; Cold Mountain;147,970;2003
1,164;7.3;75; Lego Batman: O Filme;147,968;2017
1,165;6.3;43; Querido John;147,965;I 2010
1,166;8.1;; Como Defender um Assassino;147,888;2014–2020
1,167;7.0;78; Logan Lucky: Roubo em Família;147,718;2017
1,168;8.0;60; Dogville;147,572;2003
1,169;7.2;66; Fome de Poder;147,176;2016
1,170;5.9;37; Eu os Declaro Marido... e Larry;147,161;2007
1,171;6.2;52; Pânico 4;147,078;2011
1,172;7.1;58; Um Ato de Liberdade;147,065;I 2008
1,173;6.8;67; Um Pequeno Favor;146,942;2018
1,174;5.4;37; A Volta do Todo Poderoso;146,815;2007
1,175;6.1;55; Starsky & Hutch, Justiça em Dobro;146,675;2004
1,176;7.7;73; Ray;146,658;I 2004
1,177;7.1;60; Maus Momentos no Hotel Royale;146,642;2018
1,178;6.0;45; S.W.A.T.: Comando Especial;146,599;2003
1,179;6.5;67; Halloween;146,486;I 2018
1,180;5.5;49; Todo Mundo em Pânico 3;146,476;2003
1,181;6.8;; Glee: Em Busca da Fama;146,429;2009–2015
1,182;8.8;; BoJack Horseman;146,338;2014–2020
1,183;7.1;40; Lembranças;146,286;I 2010
1,184;7.7;79; Druk - Mais Uma Rodada;146,160;2020
1,185;8.0;85; Amor à Flor da Pele;146,013;2000
1,186;6.5;66; A Colina Escarlate;145,986;2015
1,187;8.5;; The Night Of;145,805;2016
1,188;6.8;49; Quatro Irmãos;145,639;2005
1,189;8.5;; Silicon Valley;145,450;2014–2019
1,190;7.3;57; Coach Carter: Treino para a Vida;145,353;2005
1,191;7.7;68; Adeus, Lenin!;145,271;2003
1,192;6.4;64; Robôs;145,142;2005
1,193;7.1;69; Não me Abandone Jamais;145,136;2010
1,194;5.7;66; Mulan;145,028;2020
1,195;6.6;45; A Última Cartada;145,016;2006
1,196;9.9;;  Game of Thrones;144,947;2011–2019
1,197;7.3;70; A Garota Ideal;144,822;2007
1,198;6.1;47; As Loucuras de Dick & Jane;144,818;2005
1,199;7.1;61; Sicário: Dia do Soldado;144,633;2018
1,200;6.3;44; Demônio;144,428;2010
1,201;5.9;49; O Grito;144,188;2004
1,202;8.0;72; Tiros em Columbine;144,124;2002
1,203;7.7;; Lobo Adolescente;143,955;2011–2017
1,204;5.8;24; A Herança de Mr. Deeds;143,793;2002
1,205;8.1;65; Klaus;143,555;2019
1,206;7.3;79; The Ballad of Buster Scruggs;143,545;2018
1,207;7.2;61; Vice;143,453;I 2018
1,208;7.4;61; Dois Irmãos: Uma Jornada Fantástica;143,423;I 2020
1,209;7.1;70; Papai Noel às Avessas;143,242;2003
1,210;6.2;64; O Homem da Máfia;143,185;2012
1,211;6.8;64; Casamento Sangrento;143,112;I 2019
1,212;5.7;41; As Branquelas;143,108;2004
1,213;7.1;58; Compramos Um Zoológico;142,875;2011
1,214;8.7;; Fleabag;142,819;2016–2019
1,215;7.8;; NCIS: Investigações Criminais;142,806;2003– 
1,216;5.6;27; Pixels;142,712;2015
1,217;7.1;63; Se Enlouquecer, Não se Apaixone;142,698;2010
1,218;6.3;52; O Diário da Princesa;142,593;2001
1,219;7.1;90; Inverno da Alma;142,515;2010
1,220;6.2;59; Roubo nas Alturas;142,179;2011
1,221;7.0;81; Foxcatcher: Uma História que Chocou o Mundo;141,990;2014
1,222;7.0;84; Um Homem Sério;141,772;2009
1,223;5.3;63; Spring Breakers: Garotas Perigosas;141,711;2012
1,224;5.3;39; Resident Evil 5: Retribuição;141,408;2012
1,225;6.2;38; O Massacre da Serra Elétrica;141,333;2003
1,226;5.6;56; Pânico 3;141,194;2000
1,227;7.1;73; A Princesa e o Sapo;141,126;2009
1,228;6.3;80; Sob a Pele;141,085;I 2013
1,229;7.6;86; Ponyo: Uma Amizade que Veio do Mar;140,891;2008
1,230;7.5;88; Brooklyn;140,838;2015
1,231;7.1;65; Fomos Heróis;140,712;2002
1,232;5.8;41; Premonição 3;140,652;2006
1,233;7.4;82; O Jardineiro Fiel;140,540;2005
1,234;8.1;84; A Criada;140,531;2016
1,235;5.9;69; Caminhos da Floresta;140,504;2014
1,236;6.6;; Riverdale;140,314;2017–2022
1,237;9.3;; Scam 1992: The Harshad Mehta Story;140,084;2020
1,238;6.3;58; O Primeiro Mentiroso;139,974;2009
1,239;5.8;53; Carrie, a Estranha;139,655;2013
1,240;5.5;30; Cara, Cadê Meu Carro?;139,598;2000
1,241;6.0;39; Mulheres ao Ataque;139,461;2014
1,242;7.0;60; 9: A Salvação;139,351;I 2009
1,243;7.3;48; 13 Horas: Os Soldados Secretos de Benghazi;139,333;2016
1,244;6.8;71; Horton e o Mundo dos Quem!;139,119;2008
1,245;8.2;88; Meu Pai;138,974;I 2020
1,246;5.5;58; Serpentes a Bordo;138,847;2006
1,247;6.3;54; O Último Desafio;138,626;2013
1,248;6.2;59; Bem-vindo aos 40;138,527;2012
1,249;8.7;; This Is Us;138,131;2016–2022
1,250;6.2;51; Jack, o Caçador de Gigantes;138,027;2013
1,251;7.1;44; Simplesmente Acontece;137,982;2014
1,252;5.5;43; Lara Croft: Tomb Raider - A Origem da Vida;137,775;2003
1,253;7.7;78; Kung-Fusão;137,760;2004
1,254;5.6;34; A Torre Negra;137,713;2017
1,255;5.5;45; O Escorpião Rei;137,679;2002
1,256;6.1;72; Magic Mike;137,670;2012
1,257;6.6;68; Fita de Cinema Seguinte de Borat;137,660;2020
1,258;5.3;46; A Freira;137,607;2018
1,259;6.6;58; A Morte Te Dá Parabéns;137,246;2017
1,260;7.7;61; O Conde de Monte Cristo;137,098;2002
1,261;6.9;47; No Coração do Mar;136,988;2015
1,262;6.8;63; Zona Verde;136,836;2010
1,263;6.3;70; Sexta-Feira Muito Louca;136,709;2003
1,264;6.4;46; Ela é Demais para Mim;136,660;2010
1,265;5.6;36; Debi & Lóide 2;136,647;2014
1,266;6.5;57; Madrugada Muito Louca 2;136,626;2008
1,267;6.2;75; Descompensada;136,538;2015
1,268;8.2;; Chuck;136,428;2007–2012
1,269;6.6;56; Joy: O Nome do Sucesso;135,874;I 2015
1,270;8.5;; Spartacus: Deuses da Arena;135,780;2011
1,271;6.6;56; O Novato;135,646;2003
1,272;6.2;50; Maze Runner: A Cura Mortal;135,264;2018
1,273;6.2;39; Reino de Fogo;135,202;2002
1,274;6.0;34; O Durão;135,010;2015
1,275;6.0;44; Quero Ficar com Polly;134,978;2004
1,276;8.4;; Taboo;134,731;2017– 
1,277;7.5;53; A Menina que Roubava Livros;134,611;2013
1,278;5.7;27; Gamer - Jogo Mortal;134,561;2009
1,279;8.4;; Luther;134,503;2010–2019
1,280;7.0;58; A Mula;134,420;2018
1,281;7.3;65; O Balconista 2;134,377;2006
1,282;7.5;87; Wallace & Gromit: A Batalha dos Vegetais;134,361;2005
1,283;7.7;74; Billy Elliot;134,113;2000
1,284;9.5;; Planeta Terra II;134,109;2016
1,285;7.5;72; Para Sempre Alice;133,915;2014
1,286;7.3;85; Educação;133,718;2009
1,287;6.4;30; Tiras, Só que Não;133,677;2014
1,288;7.5;86; Doentes de Amor;133,651;2017
1,289;6.3;72; Ave, César!;133,642;2016
1,290;6.0;48; O Amor é Cego;133,635;2001
1,291;6.5;47; Sonic: O Filme;133,293;2020
1,292;5.9;42; A Grande Muralha;133,078;I 2016
1,293;7.0;30; Um Ato de Coragem;133,029;2002
1,294;5.7;35; Uma Ladra Sem Limites;133,024;2013
1,295;7.3;51; Irreversível;132,882;2002
1,296;8.7;; A Sete Palmos;132,823;2001–2005
1,297;5.8;33; Os Instrumentos Mortais: Cidade dos Ossos;132,821;2013
1,298;8.3;; Os Originais;132,695;2013–2018
1,299;7.3;88; Capote;132,472;2005
1,300;6.6;48; Última Viagem a Vegas;132,362;2013
1,301;5.8;45; Separados pelo Casamento;132,129;2006
1,302;5.4;47; Garota Infernal;132,068;2009
1,303;6.2;54; Os Homens que Encaravam Cabras;132,051;2009
1,304;6.4;47; Aprovados;131,820;2006
1,305;5.6;25; R.I.P.D. - Agentes do Além;131,762;2013
1,306;5.6;38; MIB: Homens de Preto - Internacional;131,634;2019
1,307;6.1;52; Caçadores de Obras-Primas;131,351;2014
1,308;6.5;39; Juntos Pelo Acaso;131,339;2010
1,309;6.5;56; Te Peguei!;131,282;I 2018
1,310;6.2;49; A Coisa;131,150;I 2011
1,311;6.5;62; Annabelle 2: A Criação do Mal;131,112;2017
1,312;6.3;59; Águas Rasas;131,091;2016
1,313;6.5;31; Juntos e Misturados;131,083;2014
1,314;6.1;50; Os Candidatos;131,043;2012
1,315;7.5;80; As Horas;131,033;2002
1,316;6.2;57; Operação Sombra: Jack Ryan;130,970;2014
1,317;7.6;;  Game of Thrones;130,934;2011–2019
1,318;7.3;61; Os Vigaristas;130,879;2003
1,319;8.5;; O Último Reino;130,824;2015–2022
1,320;5.8;24; O Homem sem Sombra;130,723;2000
1,321;5.1;34; 10.000 A.C.;130,720;2008
1,322;7.7;74; Eu, Você e a Garota Que Vai Morrer;130,648;2015
1,323;6.6;63; 16 Quadras;130,566;2006
1,324;6.6;62; Casamento Grego;130,502;2002
1,325;6.2;49; Meu Malvado Favorito 3;130,467;2017
1,326;7.0;86; Minhas Mães e Meu Pai;130,160;2010
1,327;7.0;71; Bronson;130,065;2008
1,328;8.4;; After Life: Vocês Vão Ter de Me Engolir;130,053;2019–2022
1,329;6.9;76; Syriana - A Indústria do Petróleo;129,986;2005
1,330;6.2;55; A Visita;129,760;I 2015
1,331;6.4;59; Selvagens;129,715;2012
1,332;6.3;46; O Retorno de Johnny English;129,688;2011
1,333;8.8;; Succession;129,682;2018– 
1,334;7.4;90; Trama Fantasma;129,666;2017
1,335;7.1;55; O Diabo de Cada Dia;129,540;2020
1,336;6.3;66; Eu Me Importo;129,490;2020
1,337;8.3;; Crimes do Colarinho Branco;129,361;2009–2014
1,338;7.5;67; Fahrenheit 11 de Setembro;129,359;2004
1,339;6.1;47; Os Estranhos;129,354;2008
1,340;7.9;;  Game of Thrones;129,329;2011–2019
1,341;6.7;81; Hairspray: Em Busca da Fama;129,306;2007
1,342;6.4;44; Os Especialistas;129,272;2011
1,343;8.1;; Coração Indefeso;129,139;2020
1,344;8.1;; Malcolm;128,990;2000–2006
1,345;7.1;76; Margin Call - O Dia Antes do Fim;128,762;2011
1,346;7.5;68; Dúvida;128,684;I 2008
1,347;6.7;46; O Exorcismo de Emily Rose;128,635;2005
1,348;6.1;40; Evolução;128,441;2001
1,349;7.3;; Marvel - Luke Cage;128,428;2016–2018
1,350;7.1;74; Livre;128,422;I 2014
1,351;6.6;67; Hush: A Morte Ouve;128,352;I 2016
1,352;7.2;85; As Confissões de Schmidt;128,337;2002
1,353;6.4;57; 2019 - O Ano da Extinção;128,325;2009
1,354;7.8;81; A Incrível Aventura de Rick Baker;128,287;2016
1,355;6.5;58; Nerve: Um Jogo Sem Regras;128,227;I 2016
1,356;6.5;59; J. Edgar;128,144;2011
1,357;6.4;; Punho de Ferro;128,004;2017–2018
1,358;5.4;36; Æon Flux;127,961;2005
1,359;6.8;; Fear the Walking Dead;127,908;2015– 
1,360;7.7;84; Kubo e as Cordas Mágicas;127,722;2016
1,361;7.2;94; Carol;127,690;2015
1,362;7.3;70; A Travessia;127,668;II 2015
1,363;6.5;61; O Espelho;127,472;2013
1,364;5.3;48; O Predador;127,462;2018
1,365;6.8;71; A Cartada Final;127,415;2001
1,366;4.9;48; As Panteras: Detonando;127,414;2003
1,367;6.3;58; Quando as Luzes se Apagam;127,247;II 2016
1,368;7.8;67; Eu Vi o Diabo;127,198;2010
1,369;5.7;36; Vizinhos Imediatos de 3º Grau;127,176;I 2012
1,370;5.5;22; Caçador de Recompensas;127,122;I 2010
1,371;7.3;; Bridgerton;127,103;2020– 
1,372;7.6;; Desperate Housewives;126,647;2004–2012
1,373;6.6;77; Bater ou Correr;126,607;2000
1,374;7.1;61; Deus da Carnificina;126,287;2011
1,375;5.1;38; Eragon;126,179;2006
1,376;5.3;31; Max Payne;125,956;2008
1,377;6.4;61; Operação Fronteira;125,775;2019
1,378;7.5;; Smallville: As Aventuras do Superboy;125,722;2001–2017
1,379;7.4;; American Dad!;125,584;2005– 
1,380;6.9;72; Sem Segurança Nenhuma;125,573;2012
1,381;5.9;45; Passe Livre;125,560;2011
1,382;6.5;49; Anticristo;125,549;2009
1,383;7.2;65; Coerência;125,239;2013
1,384;6.6;51; Revelação;125,235;2000
1,385;7.0;56; O Reino;125,198;2007
1,386;6.2;49; Olhos Famintos;125,189;2001
1,387;7.1;; Black Mirror: Bandersnatch;125,065;2018
1,388;8.8;; Segura a Onda;124,889;2000– 
1,389;6.6;44; Hotel Transilvânia 2;124,800;2015
1,390;7.1;58; Entre Irmãos;124,796;I 2009
1,391;6.4;56; As Férias de Mr. Bean;124,736;2007
1,392;7.4;71; Como Treinar o Seu Dragão 3;124,624;2019
1,393;7.3;57; O Universo no Olhar;124,439;2014
1,394;6.6;74; Por Água Abaixo;124,407;2006
1,395;5.9;42; A Máquina do Tempo;124,301;2002
1,396;6.6;53; Austrália;124,193;2008
1,397;6.0;38; Mistério no Mediterrâneo;123,986;2019
1,398;6.3;50; O Poderoso Chefinho;123,974;2017
1,399;8.0;75; Conflitos Internos;123,906;2002
1,400;6.2;60; Perfeita é a Mãe!;123,901;2016
1,401;7.2;62; O Rei;123,868;I 2019
1,402;6.1;44; Máquinas Mortais;123,815;2018
1,403;5.8;20; Jogos Mortais 5;123,788;2008
1,404;7.3;77; Quase 18;123,661;2016
1,405;5.4;41; A Casa de Cera;123,409;2005
1,406;6.9;64; Ninfomaníaca: Volume 1;123,265;2013
1,407;7.1;79; A Conquista da Honra;123,109;2006
1,408;4.6;29; Alien vs. Predador 2;123,093;2007
1,409;7.2;67; T2: Trainspotting;123,078;2017
1,410;6.9;63; Amor e Monstros;123,055;I 2020
1,411;6.8;64; Retratos de uma Obsessão;122,779;2002
1,412;5.8;21; Tirando o Atraso;122,733;2016
1,413;6.2;; Supergirl;122,532;2015–2021
1,414;6.7;46; Se Eu Ficar;122,318;2014
1,415;8.3;; Um Maluco na TV;122,258;2006–2013
1,416;6.2;42; Parker;122,228;2013
1,417;7.9;71; Operação Invasão 2;122,216;2014
1,418;7.2;40; O Fantasma da Ópera;122,106;2004
1,419;7.7;88; E sua Mãe Também;122,089;2001
1,420;6.4;51; Contrabando;122,019;2012
1,421;5.7;58; Vizinhos 2;121,995;2016
1,422;5.9;49; O 6º Dia;121,989;2000
1,423;5.8;57; Viagem ao Centro da Terra: O Filme;121,950;2008
1,424;7.1;66; Creed II;121,944;2018
1,425;7.6;75; Dois Papas;121,852;2019
1,426;5.6;53; Sex and the City: O Filme;121,817;2008
1,427;7.7;86; Isto é Inglaterra;121,669;2006
1,428;6.6;48; Lágrimas do Sol;121,647;2003
1,429;6.7;51; Chamada de Emergência;121,495;II 2013
1,430;6.8;47; Onde Está Segunda?;121,196;2017
1,431;6.7;66; Alguém tem que Ceder;121,175;2003
1,432;7.0;79; Sala Verde;120,927;2015
1,433;6.5;57; Caçada Mortal;120,924;2014
1,434;7.1;79; Deixe-me Entrar;120,879;I 2010
1,435;5.9;51; Os Irmãos Grimm;120,745;2005
1,436;7.7;82; O Som do Silêncio;120,694;2019
1,437;5.1;40; Todo Mundo em Pânico 4;120,683;2006
1,438;5.8;51; Arranha-Céu: Coragem Sem Limite;120,667;2018
1,439;6.7;47; Meu Vizinho Mafioso;120,461;2000
1,440;5.6;33; A Série Divergente: Convergente;120,442;2016
1,441;8.2;; Gilmore Girls: Tal Mãe, Tal Filha;120,432;2000–2007
1,442;8.2;; Penny Dreadful;120,401;2014–2016
1,443;7.3;88; Ghost World: Aprendendo a Viver;120,377;2001
1,444;6.2;47; Uma Noite no Museu 3: O Segredo da Tumba;120,317;2014
1,445;6.5;71; Voo Noturno;120,278;2005
1,446;6.5;56; A Epidemia;120,270;2010
1,447;7.1;62; Os Sonhadores;120,154;2003
1,448;9.3;; Cosmos: Uma Odisseia do Espaço-Tempo;120,146;2014
1,449;7.0;; Star Trek: Discovery;119,868;2017– 
1,450;7.3;80; Bom Comportamento;119,740;2017
1,451;5.7;41; Padre;119,699;2011
1,452;7.1;85; O Hospedeiro;119,660;2006
1,453;7.5;31; A Vida de David Gale;119,595;2003
1,454;5.7;34; Idas e Vindas do Amor;119,491;I 2010
1,455;6.0;47; Halloween: O Início;119,446;2007
1,456;6.5;40; Linha de Frente;119,289;I 2013
1,457;7.3;75; Okja;119,161;2017
1,458;7.8;; Revenge;119,158;2011–2015
1,459;8.0;; Baahubali: O Início;119,130;2015
1,460;6.3;60; Tá Rindo do Que?;119,093;2009
1,461;6.9;64; Um Cadáver Para Sobreviver;118,983;2016
1,462;6.1;32; Pânico na Floresta;118,860;I 2003
1,463;3.4;27; Mulher-Gato;118,763;2004
1,464;4.3;34; Motoqueiro Fantasma: Espírito de Vingança;118,759;2011
1,465;7.2;40; A Corrente do Bem;118,752;2000
1,466;6.4;47; O Doador de Memórias;118,747;2014
1,467;6.4;48; Escape Room;118,729;I 2019
1,468;6.1;42; Pai em Dose Dupla;118,722;2015
1,469;5.7;37; Freddy x Jason;118,613;2003
1,470;8.0;; Engana-me se Puder;118,574;2009–2011
1,471;8.4;; Avatar: A Lenda de Korra;118,565;2012–2014
1,472;5.8;27; Motoqueiros Selvagens;118,475;2007
1,473;8.1;; Pinte de Açafrão;118,383;2006
1,474;7.0;66; Julie & Julia;118,265;2009
1,475;6.5;48; Ela Dança, Eu Danço;118,142;2006
1,476;7.9;; The Sinner;118,122;2017–2021
1,477;8.7;; Naruto Shippuden;118,070;2007–2017
1,478;7.8;; Grimm: Contos de Terror;117,918;2011–2017
1,479;7.0;67; Jogos do Poder;117,825;2007
1,480;7.8;49; O Melhor Lance;117,773;2013
1,481;6.8;84; Você Nunca Esteve Realmente Aqui;117,694;2017
1,482;7.7;87; Nebraska;117,653;2013
1,483;6.1;42; Amor à Segunda Vista;117,622;2002
1,484;8.1;; Segurança em Jogo;117,599;2018
1,485;5.7;39; Percy Jackson e o Mar de Monstros;117,431;2013
1,486;6.2;47; Apenas Amigos;117,229;I 2005
1,487;6.9;52; Atlantis: O Reino Perdido;117,227;2001
1,488;6.4;42; Dupla Implacável;116,976;2010
1,489;8.7;; Top Gear;116,778;2002– 
1,490;6.0;66; Miami Vice;116,601;2006
1,491;5.6;71; Pequenos Espiões;116,484;2001
1,492;6.6;42; Pegando Fogo;116,311;I 2015
1,493;6.3;42; A Família;116,276;I 2013
1,494;5.4;25; Deuses do Egito;116,209;2016
1,495;6.6;68; A Casa Monstro;116,130;2006
1,496;6.9;52; Água para Elefantes;116,119;2011
1,497;7.2;56; Homens de Honra;116,104;2000
1,498;7.8;88; Apenas Uma Vez;116,042;I 2007
1,499;8.9;; Olhos que Condenam;116,036;2019
1,500;5.6;44; Círculo de Fogo: A Revolta;116,013;2018
1,501;7.3;66; Caminho da Liberdade;116,001;I 2010
1,502;8.7;; Yellowstone;115,944;2018– 
1,503;7.1;60; Planeta do Tesouro;115,901;2002
1,504;7.3;67; Morte no Funeral;115,486;2007
1,505;5.9;50; Premonição 5;115,175;2011
1,506;6.7;63; Tudo por Justiça;115,134;2013
1,507;6.4;52; Tá Todo Mundo Louco! Uma Corrida por Milhõe$;115,037;2001
1,508;7.1;84; Fora de Série;115,027;2019
1,509;6.4;45; A Soma de Todos os Medos;114,946;2002
1,510;8.2;; Killing Eve: Dupla Obsessão;114,817;2018–2022
1,511;7.2;65; O Mordomo da Casa Branca;114,642;I 2013
1,512;5.8;35; A Hospedeira;114,616;2013
1,513;8.5;; Schitt's Creek;114,473;2015–2020
1,514;6.8;65; A Autópsia;114,439;2016
1,515;8.1;; Watchmen;114,323;2019
1,516;6.3;56; O Passageiro;114,304;I 2018
1,517;7.6;60; Um Laço de Amor;114,240;2017
1,518;6.9;; Triângulo do Medo;114,153;2009
1,519;6.8;; Exame;114,045;2009
1,520;6.7;66; O Bom Dinossauro;114,044;2015
1,521;9.1;; Arremesso Final;113,967;2020
1,522;8.6;; The Newsroom;113,941;2012–2014
1,523;6.9;61; Em Transe;113,826;I 2013
1,524;6.7;59; Procura-se um Amigo para o Fim do Mundo;113,816;2012
1,525;6.5;47; A Chave Mestra;113,739;2005
1,526;6.5;66; Perigo por Encomenda;113,732;2012
1,527;6.8;55; Os Fantasmas de Scrooge;113,721;2009
1,528;5.7;27; Show Bar;113,693;2000
1,529;5.9;44; Bridget Jones, no Limite da Razão;113,499;2004
1,530;7.0;55; O Estrangeiro;113,267;I 2017
1,531;7.2;77; As Aventuras de Paddington;113,239;2014
1,532;6.8;55; Os Reis da Rua;113,187;2008
1,533;7.1;44; Camisa de Força;113,110;2005
1,534;5.2;34; Doom: A Porta do Inferno;113,101;2005
1,535;6.1;41; Policial em Apuros;113,055;2014
1,536;6.4;64; Destruição Final: O Último Refúgio;112,879;2020
1,537;9.9;;  Breaking Bad;112,824;2008–2013
1,538;5.8;38; Na Companhia do Medo;112,784;2003
1,539;8.0;; Jack Ryan;112,757;2018– 
1,540;7.5;72; Com Amor, Simon;112,654;2018
1,541;8.1;84; Lagaan - A Coragem de um Povo;112,605;2001
1,542;6.2;45; Doce Lar;112,525;2002
1,543;6.8;52; Escrito nas Estrelas;112,520;2001
